,3231 TT Equity
,GHG_SCOPE_1
2011-12-31,12.541
2012-12-31,12.989
2013-12-31,11.17
2014-12-31,11.833
2015-12-31,19.749
2016-12-31,29.055
2017-12-31,35.226
2018-12-31,27.308
2019-12-31,29.128
2020-12-31,23.45
2021-12-31,20.382
