,4938 TT Equity
,GHG_SCOPE_1
2011-12-31,18.198
2014-12-31,33.8
2015-12-31,42.951
2016-12-31,40.747
2017-12-31,43.689
2018-12-31,38.829
2019-12-31,34.044
2020-12-31,32.595
2021-12-31,33.442
