,4722 TT Equity
,GHG_SCOPE_1
2012-12-31,12.121
2013-12-31,7.133
2014-12-31,8.996
2015-12-31,9.505
2016-12-31,12.122
2017-12-31,5.655
2018-12-31,8.596
2019-12-31,7.36
2020-12-31,6.19
2021-12-31,11.066
