,1225 TT Equity
,GHG_SCOPE_1
2013-12-31,3.545
2014-12-31,3.284
2015-12-31,2.448
2016-12-31,2.904
2017-12-31,2.697
2018-12-31,3.01
2019-12-31,1.981
2020-12-31,3.646
2021-12-31,2.393
