,1907 TT Equity
,GHG_SCOPE_1
2012-12-31,1233.51
2013-12-31,1254.87
2014-12-31,1220.8
2015-12-31,1134.39
2016-12-31,1159.04
2017-12-31,2189.58
2018-12-31,1362.15
2019-12-31,2572.31
2020-12-31,2397.0
2021-12-31,2286.59
