,2892 TT Equity
,GHG_SCOPE_1
2013-12-31,1.49
2014-12-31,1.479
2015-12-31,1.464
2016-12-31,1.462
2017-12-31,2.67
2018-12-31,2.386
2019-12-31,2.487
2020-12-31,2.459
2021-12-31,2.47
