,3416 TT Equity
,GHG_SCOPE_1
2012-12-31,0.023
2013-12-31,0.024
2014-12-31,0.034
2015-12-31,0.035
2016-12-31,0.036
2017-12-31,0.038
2018-12-31,0.039
2019-12-31,0.038
2020-12-31,0.04
2021-12-31,0.041
