,6285 TT Equity
,GHG_SCOPE_1
2012-12-31,0.724
2013-12-31,1.253
2014-12-31,4.6
2015-12-31,2.62
2016-12-31,2.462
2017-12-31,2.293
2018-12-31,4.243
2019-12-31,3.829
2020-12-31,1.433
2021-12-31,2.668
