,8105 TT Equity
,GHG_SCOPE_1
2013-12-31,38.917
2014-12-31,38.951
2015-12-31,84.966
2016-12-31,185.566
2017-12-31,238.907
2018-12-31,162.444
2019-12-31,111.637
2020-12-31,101.04
2021-12-31,159.6
