,9910 TT Equity
,GHG_SCOPE_1
2013-12-31,46.574
2014-12-31,44.006
2015-12-31,42.976
2016-12-31,35.769
2017-12-31,12.987
2018-12-31,13.591
2019-12-31,14.137
2020-12-31,10.135
2021-12-31,10.021
