,2501 TT Equity
,GHG_SCOPE_1
2013-12-31,0.018
2014-12-31,0.015
2015-12-31,0.018
2016-12-31,0.018
2017-12-31,0.016
2018-12-31,0.016
2019-12-31,0.016
2020-12-31,0.018
2021-12-31,0.018
