,5802 JP Equity
,GHG_SCOPE_1
2011-03-31,225.0
2012-03-31,175.0
2013-03-31,193.0
2014-03-31,162.0
2015-03-31,184.0
2016-03-31,183.0
2017-03-31,194.0
2018-03-31,177.0
2019-03-31,209.0
2020-03-31,197.0
2021-03-31,199.0
2022-03-31,201.0
