,8131 TT Equity
,GHG_SCOPE_1
2013-12-31,1.226
2014-12-31,12.782
2015-12-31,11.339
2016-12-31,1.684
2017-12-31,10.001
2018-12-31,6.843
2019-12-31,6.678
2020-12-31,8.605
2021-12-31,5.24
