,3045 TT Equity
,GHG_SCOPE_1
2011-12-31,2.608
2012-12-31,2.617
2013-12-31,3.147
2014-12-31,7.118
2015-12-31,7.263
2016-12-31,5.871
2017-12-31,4.847
2018-12-31,4.94
2019-12-31,6.327
2020-12-31,5.558
2021-12-31,6.178
