,1314 TT Equity
,GHG_SCOPE_1
2011-12-31,2119.45
2012-12-31,1863.58
2013-12-31,1724.66
2014-12-31,1368.59
2015-12-31,1426.5
2016-12-31,1715.51
2017-12-31,1977.82
2018-12-31,1947.18
2019-12-31,1772.52
2020-12-31,915.162
2021-12-31,1703.47
