,6753 JP Equity
,GHG_SCOPE_1
2013-03-31,333.0
2014-03-31,361.0
2015-03-31,196.0
2016-03-31,153.0
2017-03-31,149.0
2018-03-31,264.0
2019-03-31,265.0
2020-03-31,252.0
2021-03-31,270.0
2022-03-31,279.0
