,3504 TT Equity
,GHG_SCOPE_1
2013-12-31,0.033
2014-12-31,0.038
2015-12-31,0.05
2016-12-31,0.054
2017-12-31,0.058
2018-12-31,0.046
2019-12-31,0.002
2020-12-31,0.002
2021-12-31,0.001
