,3714 TT Equity
,GHG_SCOPE_1
2011-12-31,13.432
2012-12-31,22.95
2013-12-31,21.869
2014-12-31,24.863
2015-12-31,21.237
2016-12-31,21.569
2017-12-31,31.648
2018-12-31,23.53
2019-12-31,16.519
2020-12-31,38.444
2021-12-31,73.121
