,1236 TT Equity
,GHG_SCOPE_1
2012-12-31,2.795
2013-12-31,3.041
2014-12-31,2.847
2015-12-31,3.456
2016-12-31,3.197
2017-12-31,3.038
2018-12-31,3.086
2019-12-31,3.019
2020-12-31,2.556
2021-12-31,2.878
