,1905 TT Equity
,GHG_SCOPE_1
2012-12-31,679.941
2013-12-31,703.292
2014-12-31,704.544
2015-12-31,665.58
2016-12-31,831.7
2017-12-31,921.4
2018-12-31,830.8
2019-12-31,800.0
2020-12-31,770.0
2021-12-31,800.0
