,2324 TT Equity
,GHG_SCOPE_1
2011-12-31,12.469
2012-12-31,12.191
2013-12-31,10.466
2014-12-31,16.881
2015-12-31,17.436
2016-12-31,15.39
2017-12-31,17.584
2018-12-31,20.433
2019-12-31,18.435
2020-12-31,23.312
2021-12-31,22.445
