,004020 KS Equity
,GHG_SCOPE_1
2011-12-31,10630.0
2012-12-31,10204.9
2013-12-31,11241.3
2014-12-31,13328.0
2015-12-31,14157.0
2016-12-31,13450.0
2017-12-31,13586.2
2018-12-31,16704.199
2019-12-31,16442.0
2020-12-31,25966.0
2021-12-31,25857.0
