,3481 TT Equity
,GHG_SCOPE_1
2012-12-31,566.0
2013-12-31,523.0
2014-12-31,511.0
2015-12-31,439.0
2016-12-31,457.0
2017-12-31,436.0
2018-12-31,369.0
2019-12-31,353.0
2020-12-31,323.0
2021-12-31,306.0
