,2312 TT Equity
,GHG_SCOPE_1
2013-12-31,2.327
2014-12-31,2.237
2015-12-31,2.063
2016-12-31,16.065
2017-12-31,8.515
2018-12-31,14.21
2019-12-31,4.338
2020-12-31,5.596
2021-12-31,3.657
