,1723 TT Equity
,GHG_SCOPE_1
2012-12-31,15.0
2013-12-31,17.63
2014-12-31,15.231
2015-12-31,16.372
2016-12-31,16.209
2017-12-31,17.805
2018-12-31,17.091
2019-12-31,22.144
2020-12-31,24.93
2021-12-31,25.516
