,2382 TT Equity
,GHG_SCOPE_1
2011-12-31,23.528
2012-12-31,24.247
2013-12-31,21.647
2014-12-31,25.791
2015-12-31,32.164
2016-12-31,29.141
2017-12-31,31.559
2018-12-31,33.865
2019-12-31,33.485
2020-12-31,27.675
2021-12-31,32.425
