,2059 TT Equity
,GHG_SCOPE_1
2013-12-31,1.126
2014-12-31,1.376
2015-12-31,0.951
2016-12-31,0.856
2017-12-31,0.714
2018-12-31,0.728
2019-12-31,0.728
2020-12-31,0.697
2021-12-31,0.875
