,2880 TT Equity
,GHG_SCOPE_1
2012-12-31,0.114
2013-12-31,0.111
2014-12-31,0.116
2015-12-31,0.168
2016-12-31,0.184
2017-12-31,1.568
2018-12-31,1.342
2019-12-31,1.363
2020-12-31,1.334
2021-12-31,1.061
