,2049 TT Equity
,GHG_SCOPE_1
2012-12-31,4.195
2013-12-31,3.369
2014-12-31,5.336
2015-12-31,5.892
2016-12-31,6.101
2017-12-31,5.895
2018-12-31,7.261
2019-12-31,8.621
2020-12-31,9.196
2021-12-31,10.063
