,8271 TT Equity
,GHG_SCOPE_1
2013-12-31,0.01
2014-12-31,0.009
2015-12-31,0.008
2016-12-31,0.008
2017-12-31,0.009
2018-12-31,0.009
2019-12-31,0.009
2020-12-31,0.009
2021-12-31,0.681
