,4091 JP Equity
,GHG_SCOPE_1
2011-03-31,121.0
2012-03-31,126.0
2013-03-31,120.0
2014-03-31,120.0
2015-03-31,106.0
2016-03-31,97.0
2017-03-31,102.0
2018-03-31,119.0
2019-03-31,14.0
2020-03-31,1061.0
2021-03-31,987.0
