,3042 TT Equity
,GHG_SCOPE_1
2011-12-31,0.247
2012-12-31,0.473
2013-12-31,0.46
2014-12-31,0.475
2015-12-31,0.497
2016-12-31,0.208
2017-12-31,0.279
2018-12-31,0.275
2019-12-31,0.27
2020-12-31,0.277
2021-12-31,0.301
