,2867 TT Equity
,GHG_SCOPE_1
2013-12-31,0.075
2014-12-31,0.282
2015-12-31,0.338
2016-12-31,0.292
2017-12-31,0.287
2018-12-31,0.276
2019-12-31,0.208
2020-12-31,0.235
2021-12-31,0.176
