,5108 JP Equity
,GHG_SCOPE_1
2012-12-31,2031.0
2013-12-31,2042.0
2014-12-31,1922.0
2015-12-31,1847.0
2016-12-31,1828.0
2017-12-31,1922.0
2018-12-31,1885.0
2019-12-31,1807.0
2020-12-31,1504.0
2021-12-31,1722.0
