,8299 TT Equity
,GHG_SCOPE_1
2011-12-31,0.421
2012-12-31,0.4
2013-12-31,0.427
2014-12-31,0.144
2015-12-31,0.124
2016-12-31,0.138
2017-12-31,0.129
2018-12-31,0.138
2019-12-31,0.435
2020-12-31,0.159
2021-12-31,0.151
