,2353 TT Equity
,GHG_SCOPE_1
2011-12-31,6.345
2012-12-31,6.817
2013-12-31,7.81
2014-12-31,6.99
2015-12-31,7.92
2016-12-31,5.621
2017-12-31,5.569
2018-12-31,3.414
2019-12-31,3.54
2020-12-31,3.004
2021-12-31,4.551
