,4904 TT Equity
,GHG_SCOPE_1
2013-12-31,0.122
2014-12-31,0.06
2015-12-31,3.652
2016-12-31,9.428
2017-12-31,5.83
2018-12-31,5.0
2019-12-31,5.976
2020-12-31,4.766
2021-12-31,10.585
