,2301 TT Equity
,GHG_SCOPE_1
2011-12-31,10.746
2012-12-31,12.297
2013-12-31,16.1
2014-12-31,17.215
2015-12-31,17.206
2016-12-31,19.493
2017-12-31,17.755
2018-12-31,12.933
2019-12-31,10.136
2020-12-31,11.948
2021-12-31,10.081
