,6116 TT Equity
,GHG_SCOPE_1
2011-12-31,124.0
2012-12-31,123.9
2013-12-31,108.7
2014-12-31,106.981
2015-12-31,88.798
2016-12-31,88.686
2017-12-31,102.616
2018-12-31,113.766
2019-12-31,109.651
2020-12-31,114.946
2021-12-31,106.693
