,6239 TT Equity
,GHG_SCOPE_1
2012-12-31,2.18
2013-12-31,6.84
2014-12-31,18.642
2015-12-31,4.297
2016-12-31,34.467
2017-12-31,31.795
2018-12-31,33.07
2019-12-31,32.461
2020-12-31,34.573
2021-12-31,20.504
