,011070 KS Equity
,GHG_SCOPE_1
2011-12-31,36.33
2012-12-31,30.463
2013-12-31,27.401
2014-12-31,26.005
2015-12-31,23.779
2016-12-31,24.368
2017-12-31,27.332
2018-12-31,30.44
2019-12-31,23.757
2020-12-31,15.045
2021-12-31,13.979
