,6506 TT Equity
,GHG_SCOPE_1
2012-12-31,6.71
2013-12-31,7.395
2014-12-31,11.965
2015-12-31,12.491
2016-12-31,14.688
2017-12-31,13.04
2018-12-31,14.152
2019-12-31,11.328
2020-12-31,8.92
