,1878 JP Equity
,GHG_SCOPE_1
2013-03-31,98.048
2014-03-31,112.074
2015-03-31,24.732
2016-03-31,24.29
2017-03-31,23.617
2018-03-31,19.239
2019-03-31,36.091
2020-03-31,33.552
2021-03-31,31.607
