,5009 TT Equity
,GHG_SCOPE_1
2012-12-31,111.315
2013-12-31,85.905
2014-12-31,88.709
2015-12-31,96.159
2016-12-31,77.32
2017-12-31,106.68
2018-12-31,93.844
2019-12-31,94.787
2020-12-31,86.412
2021-12-31,96.19
