,4503 JP Equity
,GHG_SCOPE_1
2012-03-31,89.4
2013-03-31,86.0
2014-03-31,89.0
2015-03-31,102.978
2016-03-31,98.5
2017-03-31,94.934
2018-03-31,87.429
2019-03-31,82.093
2020-03-31,70.898
2021-03-31,63.276
2022-03-31,63.691
