,2377 TT Equity
,GHG_SCOPE_1
2012-12-31,2.715
2013-12-31,2.75
2014-12-31,3.012
2015-12-31,2.367
2016-12-31,2.228
2017-12-31,1.866
2018-12-31,2.35
2019-12-31,1.815
2020-12-31,1.748
2021-12-31,2.003
