,8110 TT Equity
,GHG_SCOPE_1
2011-12-31,0.438
2012-12-31,0.388
2013-12-31,0.39
2014-12-31,0.329
2015-12-31,0.343
2016-12-31,0.339
2017-12-31,0.326
2018-12-31,0.326
2019-12-31,0.311
2020-12-31,0.279
2021-12-31,2.831
