,006360 KS Equity
,GHG_SCOPE_1
2011-12-31,52.862
2012-12-31,48.286
2013-12-31,45.473
2014-12-31,45.162
2015-12-31,74.022
2016-12-31,68.597
2017-12-31,63.959
2018-12-31,71.547
2019-12-31,58.993
2020-12-31,49.466
2021-12-31,46.324
