,2035 TT Equity
,GHG_SCOPE_1
2013-12-31,60.901
2014-12-31,64.044
2015-12-31,56.455
2016-12-31,63.034
2017-12-31,69.406
2018-12-31,59.111
2019-12-31,54.935
2020-12-31,75.083
2021-12-31,53.406
