,8252 JP Equity
,GHG_SCOPE_1
2013-03-31,12.436
2014-03-31,15.135
2015-03-31,16.187
2016-03-31,14.434
2017-03-31,14.92
2018-03-31,13.818
2019-03-31,15.109
2020-03-31,13.956
2021-03-31,11.09
2022-03-31,10.54
