,2313 TT Equity
,GHG_SCOPE_1
2011-12-31,35.866
2012-12-31,31.43
2013-12-31,40.92
2014-12-31,43.843
2015-12-31,32.089
2016-12-31,65.753
2017-12-31,59.468
2018-12-31,89.618
2019-12-31,153.1
2020-12-31,177.914
2021-12-31,177.031
