,2914 JP Equity
,GHG_SCOPE_1
2011-03-31,412.0
2012-03-31,414.0
2013-03-31,408.0
2014-03-31,391.0
2015-12-31,340.0
2016-12-31,368.0
2017-12-31,355.0
2018-12-31,361.0
2019-12-31,369.0
2020-12-31,344.0
2021-12-31,359.0
