,003490 KS Equity
,GHG_SCOPE_1
2011-12-31,12367.2
2012-12-31,12841.7
2013-12-31,12538.9
2014-12-31,12805.1
2015-12-31,13038.7
2016-12-31,13328.4
2017-12-31,13347.8
2018-12-31,13313.0
2019-12-31,13335.8
2020-12-31,7626.57
2021-12-31,7503.92
