,6752 JP Equity
,GHG_SCOPE_1
2013-03-31,650.0
2014-03-31,610.0
2015-03-31,470.0
2016-03-31,430.0
2017-03-31,440.0
2018-03-31,460.0
2019-03-31,410.0
2020-03-31,390.0
2021-03-31,330.0
2022-03-31,330.0
