,9933 TT Equity
,GHG_SCOPE_1
2013-12-31,3.496
2014-12-31,3.508
2015-12-31,3.432
2016-12-31,1.259
2017-12-31,2.628
2018-12-31,7.152
2019-12-31,7.581
2020-12-31,4.977
2021-12-31,4.477
