,4958 TT Equity
,GHG_SCOPE_1
2013-12-31,35.282
2014-12-31,22.298
2015-12-31,25.967
2016-12-31,26.523
2017-12-31,34.427
2018-12-31,36.881
2019-12-31,38.076
2020-12-31,42.289
2021-12-31,53.131
