,1440 TT Equity
,GHG_SCOPE_1
2012-12-31,83.536
2013-12-31,79.968
2014-12-31,73.747
2015-12-31,77.412
2016-12-31,66.311
2017-12-31,61.232
2018-12-31,62.639
2019-12-31,63.596
2020-12-31,60.209
2021-12-31,60.832
