,2886 TT Equity
,GHG_SCOPE_1
2012-12-31,3.185
2013-12-31,3.076
2014-12-31,3.22
2015-12-31,1.336
2016-12-31,1.178
2017-12-31,1.096
2018-12-31,1.035
2019-12-31,2.528
2020-12-31,2.551
2021-12-31,3.011
