,2303 TT Equity
,GHG_SCOPE_1
2011-12-31,595.23
2012-12-31,561.0
2013-12-31,587.11
2014-12-31,630.595
2015-12-31,635.65
2016-12-31,634.07
2017-12-31,604.0
2018-12-31,596.0
2019-12-31,513.0
2020-12-31,717.04
2021-12-31,659.267
