,2330 TT Equity
,GHG_SCOPE_1
2011-12-31,1375.0
2012-12-31,1563.31
2013-12-31,1714.05
2014-12-31,2113.86
2015-12-31,2027.65
2016-12-31,2035.51
2017-12-31,2073.45
2018-12-31,2125.73
2019-12-31,2071.74
2020-12-31,2450.35
2021-12-31,2151.94
