,1216 TT Equity
,GHG_SCOPE_1
2011-12-31,94.707
2012-12-31,93.661
2013-12-31,88.464
2014-12-31,60.322
2015-12-31,57.99
2016-12-31,59.419
2017-12-31,56.544
2018-12-31,57.356
2019-12-31,56.549
2020-12-31,59.724
2021-12-31,58.384
