,028050 KS Equity
,GHG_SCOPE_1
2011-12-31,67.927
2012-12-31,196.956
2013-12-31,249.24
2014-12-31,219.627
2015-12-31,140.005
2016-12-31,87.851
2017-12-31,66.877
2018-12-31,42.703
2019-12-31,18.308
2020-12-31,27.058
2021-12-31,28.106
