,2851 TT Equity
,GHG_SCOPE_1
2012-12-31,0.019
2013-12-31,0.019
2014-12-31,0.018
2015-12-31,0.026
2016-12-31,0.027
2017-12-31,0.027
2018-12-31,0.026
2019-12-31,0.022
2020-12-31,0.016
2021-12-31,0.016
