,000270 KS Equity
,GHG_SCOPE_1
2011-12-31,418.62
2012-12-31,431.52
2013-12-31,416.031
2014-12-31,398.781
2015-12-31,385.155
2016-12-31,410.536
2017-12-31,380.0
2019-12-31,368.7
2020-12-31,373.0
2021-12-31,365.2
